wbcode,country,year,legal_rel,political_rel,economic_rel,legalWIQR,politicalWIQR,economicWIQR,legalWIQR2,politicalWIQR2,economicWIQR2,legal_abs,political_abs,economic_abs,cluster
"SLV","El Salvador",2008,-.6661968,.065055,.2238277,61,40,39,76,55,49,.5287105,.5648616,.6923107,2
"SLV","El Salvador",2009,-.7021004,.0927106,.2151133,66,38,40,83,52,50,.5169105,.561001,.6600796,2
"SLV","El Salvador",2010,-.8664539,.1757363,.1578179,69,36,40,91,48,52,.4991165,.5663679,.6454825,2
"SMR","San Marino",1990,,,,,,,,,,,,,
"SMR","San Marino",1991,,,,,,,,,,,,,
"SMR","San Marino",1992,,,,,,,,,,,,,
"SMR","San Marino",1993,,,,,,,,,,,,,
"SMR","San Marino",1994,,,,,,,,,,,,,
"SMR","San Marino",1995,,,,,,,,,,,,,
"SMR","San Marino",1996,,,,,,,,,,,,,
"SMR","San Marino",1997,,,,,,,,,,,,,
"SMR","San Marino",1998,,,,,,,,,,,,,
"SMR","San Marino",1999,,,,,,,,,,,,,
"SMR","San Marino",2000,,,,,,,,,,,,,
"SMR","San Marino",2001,,,,,,,,,,,,,
"SMR","San Marino",2002,,,,,,,,,,.9057312,,,
"SMR","San Marino",2003,,,,,,,,,,.903868,,,
"SMR","San Marino",2004,,,,,,,,,,.9042376,,,
"SMR","San Marino",2005,,,,,,,,,,.8671101,,,
"SMR","San Marino",2006,,,,,,,,,,.8828616,,,
"SMR","San Marino",2007,,,,,,,,,,.8776077,,,
"SMR","San Marino",2008,,,,,,,,,,.8780479,,,
"SMR","San Marino",2009,,,,,,,,,,.8819173,,,
"SMR","San Marino",2010,,,,,,,,,,.8766797,,,
"SOM","Somalia",1990,-.8426294,-1.437624,,,,,110,109,,.337963,.1702161,.2291667,
"SOM","Somalia",1991,-1.127273,-1.395495,,,,,121,107,,.3009259,.1929012,.1666667,
"SOM","Somalia",1992,-1.577838,,,,,,127,,,.2175926,.1354167,.1388889,
"SOM","Somalia",1993,,,,,,,,,,.0555556,.1197917,.0833333,
"SOM","Somalia",1994,,,,,,,,,,.1666667,.125,.0833333,
"SOM","Somalia",1995,,,,,,,,,,.2090278,.125,.0416667,
"SOM","Somalia",1996,,,,,,,,,,.2225874,.1193366,.0594324,
"SOM","Somalia",1997,,,,,,,,,,.2207575,.1494445,.0839243,
"SOM","Somalia",1998,,,,,,,,,,.202261,.1642747,.1176754,
"SOM","Somalia",1999,,,,,,,,,,.1716,.1475794,.1167312,
"SOM","Somalia",2000,,,,,,,,,,.1703835,.1801896,.166713,
"SOM","Somalia",2001,,,,,,,,,,.2173155,.2006538,.1547458,
"SOM","Somalia",2002,,,,,,,,,,.2459142,.2038957,.1950934,
"SOM","Somalia",2003,,,,,,,,,,.2307845,.2022255,.181538,
"SOM","Somalia",2004,,,,,,,,,,.1792714,.2046291,.160875,
"SOM","Somalia",2005,,,,,,,,,,.1630696,.2023088,.1522691,
"SOM","Somalia",2006,,,,,,,,,,.1416747,.1810881,.1227257,
"SOM","Somalia",2007,,,,,,,,,,.1386744,.1452025,.14512,
"SOM","Somalia",2008,,,,,,,,,,.1366667,.1377309,.145108,
"SOM","Somalia",2009,,,,,,,,,,.1441957,.1532772,.1521742,
"SOM","Somalia",2010,,-1.999155,,,,,,129,,.1464592,.1401758,.1644628,
"SRB","Serbia",1990,-.4021992,-.5107696,,,,,78,73,,.5,.3688272,.3125,2
"SRB","Serbia",1991,-.6329384,,,,,,90,,,.4537037,.3307292,.2916667,2
"SRB","Serbia",1992,,,,,,,,,,,.2956349,.1666667,2
"SRB","Serbia",1993,,,,,,,,,,.3203704,.2521696,.0833333,2
"SRB","Serbia",1994,,,,,,,,,,.4222222,.2699165,.1388889,2
"SRB","Serbia",1995,,,,,,,,,,.5333333,.2963054,.2229167,2
"SRB","Serbia",1996,,,,,,,,,,.5230101,.3449404,.3906023,2
"SRB","Serbia",1997,,,,,,,,,,.5214394,.3611588,.3916794,2
"SRB","Serbia",1998,,,,,,,,,,.5045909,.2841871,.298312,2
"SRB","Serbia",1999,,,,,,,,,,.3824596,.2200388,.2020001,2
"SRB","Serbia",2000,,,,,,,,,,.3874116,.3036808,.2010586,2
"SRB","Serbia",2001,,,,,,,,,,.5243634,.4382263,.4851594,2
"SRB","Serbia",2002,,,,,,,,,,.4940521,.5259098,.4398895,2
"SRB","Serbia",2003,,,,,,,,,,.5112982,.5228158,.454337,2
"SRB","Serbia",2004,,,,,,,,,,.6069494,.5496901,.6303797,2
"SRB","Serbia",2005,,,,,,,,,,.4808315,.5452442,.5062417,2
"SRB","Serbia",2006,,,,,,,,,,.5358618,.5829935,.5053506,2
"SRB","Serbia",2007,,,,,,,,,,.5433783,.6179362,.5490348,2
"SRB","Serbia",2008,,,,,,,,,,.5264218,.6148341,.5323248,2
"SRB","Serbia",2009,-.6902279,,-.6906134,,,,82,,84,.5108865,.6329078,.5173581,2
"SRB","Serbia",2010,-.6998559,,-.6785736,,,,81,,87,.5141785,.6352603,.4958321,2
"STP","Sao Tome and Principe",1990,,,,,,,,,,,,,
"STP","Sao Tome and Principe",1991,,,,,,,,,,,,,
"STP","Sao Tome and Principe",1992,,,,,,,,,,,,,
"STP","Sao Tome and Principe",1993,,,,,,,,,,,,.0666667,
"STP","Sao Tome and Principe",1994,,,,,,,,,,,,.2166667,
"STP","Sao Tome and Principe",1995,,,,,,,,,,,,.2333333,
"STP","Sao Tome and Principe",1996,,,,,,,,,,.5459006,.6287437,.4107861,
"STP","Sao Tome and Principe",1997,,,,,,,,,,.5534227,.655859,.3865432,
"STP","Sao Tome and Principe",1998,,,,,,,,,,.5387225,.6423493,.3623003,
"STP","Sao Tome and Principe",1999,,,,,,,,,,.547573,.6634673,.3807334,
"STP","Sao Tome and Principe",2000,,,,,,,,,,.5675345,.6752102,.3991665,
"STP","Sao Tome and Principe",2001,,,,,,,,,,.7673154,.8313106,.4548094,
"STP","Sao Tome and Principe",2002,,,,,,,,,,.7504296,.762411,.4687856,
"STP","Sao Tome and Principe",2003,,,,,,,,,,.7187206,.6614537,.4737107,
"STP","Sao Tome and Principe",2004,,,,,,,,,,.7286943,.7241833,.4529769,
"STP","Sao Tome and Principe",2005,,,,,,,,,,.7134075,.7040679,.449839,
"STP","Sao Tome and Principe",2006,,,,,,,,,,.7167482,.7213607,.4713134,
"STP","Sao Tome and Principe",2007,,,,,,,,,,.7253071,.63261,.4624518,
"STP","Sao Tome and Principe",2008,,,,,,,,,,.7223663,.6338549,.4660362,
"STP","Sao Tome and Principe",2009,,,,,,,,,,.5983824,.6382264,.3903582,
"STP","Sao Tome and Principe",2010,,,,,,,,,,.5989336,.6355832,.3811043,
"SUR","Suriname",1990,-.4141173,-.742457,,,,,83,85,,.5555556,.3259259,.3611111,
"SUR","Suriname",1991,-.4189297,-.4114117,,,,,79,67,,.5555556,.4112654,.4166667,
"SUR","Suriname",1992,-.168119,-.2216403,,,,,70,59,,.6111111,.5057189,.375,
"SUR","Suriname",1993,.3767852,-.2052493,,,,,49,66,,.5430555,.4662582,.2166667,
"SUR","Suriname",1994,.5195012,-.1770605,,,,,43,66,,.5881944,.4915359,.2340278,
"SUR","Suriname",1995,,-.1499459,,,,,,64,,.5875,.5038971,.2916667,
"SUR","Suriname",1996,-.0861925,-.0671249,,,,,55,58,,.5848066,.5189399,.4168516,
"SUR","Suriname",1997,-.0383334,-.0350051,,,,,54,57,,.5869494,.5136433,.3910631,
"SUR","Suriname",1998,.0129003,.2493681,,,,,52,49,,.5890921,.5605823,.4013856,
"SUR","Suriname",1999,.0472418,.2010119,,,,,56,53,,.5901302,.5456592,.4005744,
"SUR","Suriname",2000,,.4145423,,,,,,45,,.618946,.5616705,.3830966,
"SUR","Suriname",2001,,.4774227,,,,,,42,,.7259656,.6234828,.4518994,
"SUR","Suriname",2002,,.4732087,,,,,,44,,.7246519,.6082117,.4279244,
"SUR","Suriname",2003,,,,,,,,,,.7166356,.6283934,.4850202,
"SUR","Suriname",2004,,.4290765,,,,,,41,,.7126217,.5995518,.4814359,
"SUR","Suriname",2005,,.2247827,,,,,,47,,.7023655,.5724331,.4997543,
"SUR","Suriname",2006,,.120892,,,,,,50,,.6962506,.5713822,.4847592,
"SUR","Suriname",2007,,.1864839,,,,,,48,,.6949481,.5746729,.4820997,
"SUR","Suriname",2008,,.2558801,,,,,,46,,.6962878,.5864413,.482507,
"SUR","Suriname",2009,,.1655331,,,,,,49,,.6875344,.5821103,.4730204,
"SUR","Suriname",2010,,,,,,,,,,.6901314,.5963343,.4698575,
"SVK","Slovakia",1990,,,,,,,,,,,,,4
"SVK","Slovakia",1991,,,,,,,,,,,,,4
"SVK","Slovakia",1992,,,,,,,,,,,,,4
"SVK","Slovakia",1993,.3377436,.7347422,,,,,51,29,,.6319444,.6947304,.2416667,4
"SVK","Slovakia",1994,.3988208,.7259723,,,,,50,31,,.6708333,.6968137,.2506945,4
"SVK","Slovakia",1995,.1506093,.8195139,-.4629695,,,,45,31,70,.5909679,.7138072,.4190601,4
"SVK","Slovakia",1996,.0265307,.793952,-.0965345,,,,51,28,55,.5928445,.7036198,.4988553,4
"SVK","Slovakia",1997,-.0056867,.7278921,-.1005386,,,,52,33,54,.5817246,.6953509,.5191958,4
"SVK","Slovakia",1998,.3267717,.8760131,-.0919328,,,,43,28,57,.64329,.6759478,.5449182,4
"SVK","Slovakia",1999,.3984458,1.032736,.0088662,,,,46,26,54,.6480661,.6935627,.5493237,4
"SVK","Slovakia",2000,.2285879,1.007997,.0787078,,,,46,27,53,.5962535,.6978334,.5396021,4
"SVK","Slovakia",2001,.1462262,.9825512,.3123612,,,,46,27,46,.5824381,.7391839,.6034014,4
"SVK","Slovakia",2002,.1197067,.8986088,.6564911,,,,45,32,34,.5881042,.7079649,.6891072,4
"SVK","Slovakia",2003,.2201018,.8219693,.7881328,,,,44,28,30,.6067044,.7455441,.7416671,4
"SVK","Slovakia",2004,.1328057,.8609515,1.009596,,,,43,26,20,.6184661,.7245579,.8128291,4
"SVK","Slovakia",2005,.2146094,.9392131,1.058607,,,,43,26,19,.6544186,.7520087,.7961665,4
"SVK","Slovakia",2006,.2000532,.9142683,.9597717,,,,44,26,20,.6503634,.7370713,.7864492,4
"SVK","Slovakia",2007,.1390078,.8941013,.8239824,,,,46,28,29,.6358038,.7333522,.7697007,4
"SVK","Slovakia",2008,.1515537,.9669788,.9344108,,,,48,25,22,.6204769,.7449273,.7692795,4
"SVK","Slovakia",2009,.0584081,.9160441,.8060276,,,,49,29,28,.5966402,.7399703,.7471101,4
"SVK","Slovakia",2010,.0512917,.9128582,.6982714,,,,49,27,29,.5950198,.7381819,.7429566,4
"SVN","Slovenia",1990,,,,,,,,,,,,,4
"SVN","Slovenia",1991,,,,,,,,,,,,,4
"SVN","Slovenia",1992,,,,,,,,,,,,.35,4
"SVN","Slovenia",1993,,,,,,,,,,,.6132353,.2888889,4
"SVN","Slovenia",1994,,,,,,,,,,,.6132353,.35,4
"SVN","Slovenia",1995,,,,,,,,,,.602735,.6047794,.4786409,4
"SVN","Slovenia",1996,,,,,,,,,,.5807709,.6541005,.6055956,4
"SVN","Slovenia",1997,,,,,,,,,,.6409013,.7016451,.6040043,4
"SVN","Slovenia",1998,,,,,,,,,,.7010319,.6915397,.6024131,4
"SVN","Slovenia",1999,1.08892,1.120126,.4521871,,,,26,21,39,.7691517,.7229441,.6248822,4
"SVN","Slovenia",2000,.8784777,1.032199,.276576,,,,26,25,46,.7302306,.7055002,.5620832,4
"SVN","Slovenia",2001,.880922,1.130327,.3835971,,,,26,20,42,.773344,.7556922,.6265361,4
"SVN","Slovenia",2002,.756456,1.108661,.4897279,,,,28,20,39,.7211246,.7503117,.6434184,4
"SVN","Slovenia",2003,.7996439,.9741378,.5403017,,,,27,23,39,.706149,.7370752,.6678762,4
"SVN","Slovenia",2004,.5413892,1.089479,.4495443,,,,33,21,35,.7079583,.7511407,.7008771,4
"SVN","Slovenia",2005,.5874487,1.127101,.3959751,,,,31,21,38,.7292167,.7641297,.699201,4
"SVN","Slovenia",2006,.6233675,1.199844,.3852456,,,,31,19,41,.7241077,.7774597,.6842706,4
"SVN","Slovenia",2007,.5773085,1.230758,.4246747,,,,32,17,40,.7120625,.7786742,.6933857,4
"SVN","Slovenia",2008,.6429807,1.208177,.4186962,,,,29,19,40,.7127624,.7748287,.7007536,4
"SVN","Slovenia",2009,.6572729,1.280148,.4193974,,,,31,18,42,.7064055,.7811136,.673236,4
"SVN","Slovenia",2010,.5144439,1.222873,.1907766,,,,33,21,50,.6835444,.7763559,.5972648,4
"SWE","Sweden",1990,1.558699,1.709903,1.32148,7,9,12,8,9,12,1,.8927015,.6611639,5
"SWE","Sweden",1991,1.55844,1.663608,1.136796,2,10,14,2,10,15,1,.8927015,.7403003,5
"SWE","Sweden",1992,1.397467,1.619488,1.078807,8,7,14,4,7,15,1,.9123093,.7542117,5
"SWE","Sweden",1993,1.457347,1.621951,1.251402,7,2,10,9,2,11,.825,.8464951,.6683874,5
"SWE","Sweden",1994,1.380869,1.639257,1.196028,13,2,14,12,2,15,.8208333,.8519118,.6789609,5
"SWE","Sweden",1995,1.499733,1.575527,1.089572,9,5,15,9,5,16,.8086737,.8386308,.6383774,5
"SWE","Sweden",1996,1.644792,1.687278,1.062721,9,3,16,9,3,17,.8535284,.8592911,.7194098,5
"SWE","Sweden",1997,1.632168,1.681236,1.094758,9,2,17,9,2,17,.8536888,.8618704,.7429452,5
"SWE","Sweden",1998,1.633525,1.687699,1.009851,10,2,18,11,2,18,.8538493,.863408,.7317583,5
"SWE","Sweden",1999,1.66077,1.728177,1.028318,10,5,18,11,5,18,.8540401,.8623068,.7306975,5
"SWE","Sweden",2000,1.539784,1.663912,1.092235,11,6,17,12,6,17,.8550084,.8548567,.7086742,5
"SWE","Sweden",2001,1.648412,1.759973,1.153559,4,3,14,5,3,14,.9240347,.9053493,.7397172,5
"SWE","Sweden",2002,1.64409,1.775693,1.377813,4,5,11,5,5,11,.9315566,.8881915,.8021426,5
"SWE","Sweden",2003,1.697407,1.809753,1.416838,3,4,10,4,4,10,.95092,.8950496,.8010067,5
"SWE","Sweden",2004,1.497448,1.821909,1.382004,12,4,12,13,4,13,.8911153,.8851345,.8083361,5
"SWE","Sweden",2005,1.645334,1.819708,1.282004,8,6,13,9,6,15,.9387746,.8815348,.7877291,5
"SWE","Sweden",2006,1.717407,1.84965,1.175591,4,4,14,5,4,17,.9460626,.8827833,.7807478,5
"SWE","Sweden",2007,1.793649,1.911839,1.219059,3,4,13,3,4,15,.9561086,.8893366,.7829924,5
"SWE","Sweden",2008,1.848383,1.92982,1.374886,1,3,9,1,3,10,.9552257,.8890533,.7972695,5
"SWE","Sweden",2009,1.932505,1.974111,1.418857,1,2,10,1,2,11,.9523197,.891018,.7977607,5
"SWE","Sweden",2010,1.927891,1.984898,1.498523,2,2,8,2,2,9,.9525019,.888769,.8174227,5
"SWZ","Swaziland",1990,,,,,,,,,,,.2291667,,
"SWZ","Swaziland",1991,,,,,,,,,,,.2291667,,
"SWZ","Swaziland",1992,,,,,,,,,,,.2604167,,
"SWZ","Swaziland",1993,,,,,,,,,,,.1758333,.0166667,
"SWZ","Swaziland",1994,,,,,,,,,,,.1758333,.0166667,
"SWZ","Swaziland",1995,,,,,,,,,,.362963,.1933333,.4444444,
"SWZ","Swaziland",1996,,,,,,,,,,.3991776,.2573569,.4876448,
"SWZ","Swaziland",1997,,,,,,,,,,.3808056,.2364759,.4818459,
"SWZ","Swaziland",1998,,,,,,,,,,.420767,.2364283,.476047,
"SWZ","Swaziland",1999,,,,,,,,,,.3769201,.2321908,.4759558,
"SWZ","Swaziland",2000,,,,,,,,,,.3747398,.2279533,.4758646,
"SWZ","Swaziland",2001,,,,,,,,,,.4039622,.2830442,.45274,
"SWZ","Swaziland",2002,,,,,,,,,,.3734624,.2818851,.4587822,
"SWZ","Swaziland",2003,,,,,,,,,,.3694244,.2374522,.4386922,
"SWZ","Swaziland",2004,,,,,,,,,,.3484141,.2364697,.4272785,
"SWZ","Swaziland",2005,,,,,,,,,,.3462692,.2256669,.4402884,
"SWZ","Swaziland",2006,,,,,,,,,,.3563763,.2141787,.4411904,
"SWZ","Swaziland",2007,,,,,,,,,,.3515504,.2275869,.4340716,
"SWZ","Swaziland",2008,,,,,,,,,,.3590725,.2340416,.4072388,
"SWZ","Swaziland",2009,,,,,,,,,,.3685553,.2301081,.4058952,
"SWZ","Swaziland",2010,,,,,,,,,,.3610082,.2247654,.3995435,
"SYC","Seychelles",1990,,,,,,,,,,,,,
"SYC","Seychelles",1991,,,,,,,,,,,,,
"SYC","Seychelles",1992,,,,,,,,,,,,,
"SYC","Seychelles",1993,,,,,,,,,,,,.1,
"SYC","Seychelles",1994,,,,,,,,,,,,.1,
"SYC","Seychelles",1995,,,,,,,,,,,,.1666667,
"SYC","Seychelles",1996,,,,,,,,,,.5275627,.607237,.4668558,
"SYC","Seychelles",1997,,,,,,,,,,.5175349,.5264746,.4239029,
"SYC","Seychelles",1998,,,,,,,,,,.5075072,.5707122,.3809499,
"SYC","Seychelles",1999,,,,,,,,,,.5115293,.5772083,.3716328,
"SYC","Seychelles",2000,,,,,,,,,,.5099958,.5837043,.3539825,
"SYC","Seychelles",2001,,,,,,,,,,.5029483,.7232099,.4538565,
"SYC","Seychelles",2002,,,,,,,,,,.5847898,.6314656,.4120638,
"SYC","Seychelles",2003,,,,,,,,,,.5670027,.6263192,.4428335,
"SYC","Seychelles",2004,,,,,,,,,,.5247521,.5689903,.3767755,
"SYC","Seychelles",2005,,,,,,,,,,.5256094,.5981207,.4188995,
"SYC","Seychelles",2006,,,,,,,,,,.5243956,.5875989,.3867101,
"SYC","Seychelles",2007,,,,,,,,,,.5322028,.6154662,.3680159,
"SYC","Seychelles",2008,,,,,,,,,,.5394585,.5741972,.3824046,
"SYC","Seychelles",2009,,,,,,,,,,.529245,.5772606,.4126519,
"SYC","Seychelles",2010,,,,,,,,,,.5439804,.626134,.4117127,
"SYR","Syria",1990,-1.012518,-1.126563,-1.442551,,82,,118,101,103,.2777778,.237037,.0836722,1
"SYR","Syria",1991,-.8621383,-1.055237,-1.404608,,84,,113,101,103,.3240741,.2578704,.1190951,1
"SYR","Syria",1992,-1.090537,-.9195361,-1.436066,,79,,117,95,102,.3333333,.3203704,.1458375,1
"SYR","Syria",1993,-1.418273,-.9741908,-1.577437,,78,,122,98,103,.3375,.3216667,.1205639,1
"SYR","Syria",1994,-1.521585,-1.109177,-1.641565,,81,,124,104,103,.3375,.3133333,.1177911,1
"SYR","Syria",1995,-1.354387,-1.150565,-1.39066,,81,,101,105,100,.4075097,.3383333,.151685,1
"SYR","Syria",1996,-.9848951,-1.08856,-1.688654,,80,,100,103,98,.4084091,.3326706,.2560749,1
"SYR","Syria",1997,-.9794644,-1.145815,-1.876136,,80,,102,105,100,.408991,.316074,.2573758,1
"SYR","Syria",1998,-1.000266,-1.19927,-1.919145,,79,,104,107,100,.4095729,.2931642,.2569405,1
"SYR","Syria",1999,-1.01104,-1.242791,-1.942512,,81,,116,119,109,.4091994,.2950131,.2225917,1
"SYR","Syria",2000,-1.153045,-1.287241,-1.884079,,81,,101,116,109,.4188894,.2865084,.2299096,1
"SYR","Syria",2001,-.9816101,-1.293493,-1.731586,,81,,89,117,105,.4443119,.292727,.3115059,1
"SYR","Syria",2002,-.9984136,-1.258994,-1.630329,,81,,89,116,105,.438782,.2961678,.336534,1
"SYR","Syria",2003,-1.022954,-1.326176,-1.679717,,81,,96,106,109,.42923,.2916022,.3402642,1
"SYR","Syria",2004,,-1.343074,,,83,,,112,,.424523,.2742481,.3802147,1
"SYR","Syria",2005,,-1.27221,,,82,,,116,,.420502,.2804978,.371214,1
"SYR","Syria",2006,-1.013365,-1.386726,-1.847129,,84,,91,119,107,.4606004,.2728597,.3663257,1
"SYR","Syria",2007,-.8847381,-1.444563,-2.028882,,85,,89,120,109,.4697326,.2577618,.3371382,1
"SYR","Syria",2008,-.948168,-1.487586,-1.982125,,85,,91,124,108,.439345,.2495029,.3111306,1
"SYR","Syria",2009,-.9756209,-1.423609,-1.558066,,86,,94,124,108,.4208754,.2562694,.3639534,1
"SYR","Syria",2010,-.9490492,-1.404312,-1.489819,,85,,95,124,110,.4198728,.2528681,.3681641,1
"TCD","Chad",1990,,,,,,,,,,,.1,.1587365,
"TCD","Chad",1991,,,,,,,,,,,.1979167,.1500478,
"TCD","Chad",1992,,,,,,,,,,,.1479167,.1413591,
"TCD","Chad",1993,,,,,,,,,,,.1208333,.1411695,
"TCD","Chad",1994,,,,,,,,,,,.1458333,.1179863,
"TCD","Chad",1995,,,,,,,,,,.2631938,.1458333,.1114698,
"TCD","Chad",1996,,,,,,,,,,.2245237,.2182225,.1967137,
"TCD","Chad",1997,,,,,,,,,,.2383561,.1763586,.2563984,
"TCD","Chad",1998,,,,,,,,,,.2805417,.1957693,.2651441,
"TCD","Chad",1999,,,,,,,,,,.2667341,.2104801,.2399926,
"TCD","Chad",2000,,,,,,,,,,.299041,.2335242,.2457936,
"TCD","Chad",2001,,,,,,,,,,.3031397,.2729626,.2600414,
"TCD","Chad",2002,,,,,,,,,,.2450807,.2957343,.3257863,
"TCD","Chad",2003,,,,,,,,,,.2241851,.2508888,.3570565,
"TCD","Chad",2004,,,,,,,,,,.2214285,.2338199,.3570842,
"TCD","Chad",2005,,,,,,,,,,.2322562,.247119,.3164115,
"TCD","Chad",2006,,,,,,,,,,.2152891,.2173199,.3178316,
"TCD","Chad",2007,,,,,,,,,,.1992528,.172688,.3202032,
"TCD","Chad",2008,,,,,,,,,,.2063529,.125953,.2788972,
"TCD","Chad",2009,,,,,,,,,,.2216029,.1433238,.2908993,
"TCD","Chad",2010,,,,,,,,,,.2288787,.1667918,.2791439,
"TGO","Togo",1990,-.5677993,-1.031775,-.4934247,,,,94,98,69,.4444444,.2805555,.2897481,1
"TGO","Togo",1991,-.4554553,-1.121928,-.5922776,,,,84,102,74,.5,.2669753,.2887137,1
"TGO","Togo",1992,-.5296446,-1.283079,-.711604,,,,88,105,79,.5,.2734568,.2755266,1
"TGO","Togo",1993,-.7704204,-1.623919,-1.040037,,,,97,109,90,.3958333,.18375,.2126493,1
"TGO","Togo",1994,-.7086985,-1.413414,-1.162582,,,,92,108,95,.4131944,.2469444,.2007107,1
"TGO","Togo",1995,-1.119424,-1.202194,-.8842811,,,,95,107,86,.4222559,.322598,.2554388,1
"TGO","Togo",1996,,-1.151829,,,,,,107,,.4183866,.3198235,.3203573,1
"TGO","Togo",1997,,-1.119445,,,,,,102,,.4184982,.3115835,.322511,1
"TGO","Togo",1998,,-1.187032,,,,,,106,,.4186098,.2572576,.3223499,1
"TGO","Togo",1999,-.9490899,-1.104355,-1.286904,,,,111,113,103,.3959465,.2803133,.3040421,1
"TGO","Togo",2000,-1.117271,-1.044239,-1.3391,,,,97,106,102,.4078973,.2936469,.2940995,1
"TGO","Togo",2001,-1.134425,-.9222543,-1.568646,,,,97,103,104,.4066396,.3484998,.284715,1
"TGO","Togo",2002,-1.126471,-1.118011,-1.436112,,,,98,114,101,.4149058,.3259538,.293909,1
"TGO","Togo",2003,-1.247493,,-1.318617,,,,104,,102,.4088307,.2806768,.3228958,1
"TGO","Togo",2004,,,,,,,,,,.4233003,.282787,.3053316,1
"TGO","Togo",2005,,,,,,,,,,.4138566,.2189373,.3160575,1
"TGO","Togo",2006,,-1.35226,,,,,,117,,.4237277,.2652223,.306322,1
"TGO","Togo",2007,,-1.168676,,,,,,111,,.422794,.2852085,.3029006,1
"TGO","Togo",2008,,-1.110582,,,,,,112,,.4307834,.2985328,.2896602,1
"TGO","Togo",2009,,-1.102141,,,,,,112,,.4435337,.2953921,.2999473,1
"TGO","Togo",2010,,-1.061847,,,,,,109,,.4458639,.3002317,.3179932,1
"THA","Thailand",1990,.5006582,.3517657,.3095149,32,36,34,36,40,37,.7222222,.5678649,.5112562,2
"THA","Thailand",1991,.2989912,-.1478885,.1999224,37,48,38,42,55,41,.6666667,.4854575,.5373101,2
"THA","Thailand",1992,.2004283,.0892559,.2615356,41,45,38,47,51,41,.6805556,.5391976,.564658,2
"THA","Thailand",1993,-.1951151,.1705988,.0948166,56,40,42,70,47,45,.5458333,.5715441,.4916603,2
"THA","Thailand",1994,-.2383682,.118262,.1194156,59,39,44,71,47,47,.5541667,.5657108,.5149276,2
"THA","Thailand",1995,-.3224394,.3574305,.3037507,52,33,39,59,40,41,.5693564,.5790868,.5531296,2
"THA","Thailand",1996,.5142237,.3269015,-.0310247,34,34,50,37,42,53,.7136742,.5804222,.5712835,2
"THA","Thailand",1997,.4980009,.3284579,-.1322065,34,36,51,37,44,55,.7130436,.579888,.5495876,2
"THA","Thailand",1998,.4570549,.3325264,-.2991377,35,39,62,38,47,68,.6753758,.5485549,.4949055,2
"THA","Thailand",1999,.501388,.387456,-.2641429,35,36,61,42,48,71,.6761366,.5674713,.47661,2
"THA","Thailand",2000,.280152,.3645819,-.129068,36,35,53,44,48,63,.6151251,.5593045,.4812451,2
"THA","Thailand",2001,.3064489,.3389166,-.2669861,36,34,50,42,48,60,.6630674,.5828491,.4940172,2
"THA","Thailand",2002,.2471758,.2629395,-.4055785,36,35,56,42,48,67,.6729611,.5738943,.4953989,2
"THA","Thailand",2003,.0890703,.0986436,-.252698,37,36,52,46,48,63,.6198029,.5571516,.490631,2
"THA","Thailand",2004,.0147638,.0492003,-.4499482,39,41,54,49,56,65,.5803721,.5338662,.5017548,2
"THA","Thailand",2005,-.0283552,-.1523737,-.2110042,41,47,49,50,64,59,.5764595,.5074657,.5123588,2
"THA","Thailand",2006,-.1741662,-.8944423,-.3187071,43,70,54,53,96,66,.50494,.3743269,.5191206,2
"THA","Thailand",2007,-.2514958,-.7832883,-.4021454,46,67,56,57,95,70,.4953296,.3901245,.5036359,2
"THA","Thailand",2008,-.3158813,-.569323,-.4158837,47,64,56,58,89,69,.4828232,.446334,.4990219,2
"THA","Thailand",2009,-.3165946,-.5068195,-.2323869,49,59,51,61,83,63,.4715157,.4575136,.5121436,2
"THA","Thailand",2010,-.3909254,-.5254976,-.1239329,51,63,51,65,86,64,.4460846,.4274095,.5250942,2
"TJK","Tajikistan",1990,,,,,,,,,,,,,
"TJK","Tajikistan",1991,,,,,,,,,,,,,
"TJK","Tajikistan",1992,,,,,,,,,,,,,
"TJK","Tajikistan",1993,,,,,,,,,,,.08125,0,
"TJK","Tajikistan",1994,,,,,,,,,,,.175,0,
"TJK","Tajikistan",1995,,,,,,,,,,,.165,0,
"TJK","Tajikistan",1996,,,,,,,,,,.0752447,.1700809,.1181808,
"TJK","Tajikistan",1997,,,,,,,,,,.1336148,.2301671,.1245382,
"TJK","Tajikistan",1998,,,,,,,,,,.1717665,.2458089,.2529478,
"TJK","Tajikistan",1999,,,,,,,,,,.1767601,.2486999,.2593589,
"TJK","Tajikistan",2000,,,,,,,,,,.2109204,.2751203,.27827,
"TJK","Tajikistan",2001,,,,,,,,,,.1928321,.3073382,.311313,
"TJK","Tajikistan",2002,,,,,,,,,,.2664105,.3118601,.3068559,
"TJK","Tajikistan",2003,,,,,,,,,,.2905683,.2705304,.270645,
"TJK","Tajikistan",2004,,,,,,,,,,.2845114,.2679664,.2647777,
"TJK","Tajikistan",2005,,,,,,,,,,.2908509,.2514369,.2552129,
"TJK","Tajikistan",2006,,,,,,,,,,.285943,.2499757,.2742313,
"TJK","Tajikistan",2007,,,,,,,,,,.2725603,.2569816,.3042545,
"TJK","Tajikistan",2008,,,,,,,,,,.2708374,.2685054,.3127802,
"TJK","Tajikistan",2009,,,,,,,,,,.2710557,.2843217,.3149511,
"TJK","Tajikistan",2010,,,,,,,,,,.2599713,.2838099,.3512315,
